Date,Close,High,Low,Open,Volume
2000-03-02,1033.5999755859375,1033.5999755859375,1033.5999755859375,1033.5999755859375,0
2000-03-03,1042.4000244140625,1042.4000244140625,1042.4000244140625,1042.4000244140625,0
2000-03-06,1047.77001953125,1047.77001953125,1047.77001953125,1047.77001953125,0
2000-03-07,1037.989990234375,1037.989990234375,1037.989990234375,1037.989990234375,0
2000-03-08,1032.6800537109375,1032.6800537109375,1032.6800537109375,1032.6800537109375,0
2000-03-09,1035.260009765625,1035.260009765625,1035.260009765625,1035.260009765625,0
2000-03-10,1045.27001953125,1045.27001953125,1045.27001953125,1045.27001953125,0
2000-03-13,1017.3900146484375,1017.3900146484375,1017.3900146484375,1017.3900146484375,0
2000-03-14,1020.8099975585938,1020.8099975585938,1020.8099975585938,1020.8099975585938,0
2000-03-15,998.219970703125,998.219970703125,998.219970703125,998.219970703125,0
2000-03-16,1015.47998046875,1015.47998046875,1015.47998046875,1015.47998046875,0
2000-03-17,1022.1199951171875,1022.1199951171875,1022.1199951171875,1022.1199951171875,0
2000-03-20,1028.3900146484375,1028.3900146484375,1028.3900146484375,1028.3900146484375,0
2000-03-21,1027.6300048828125,1027.6300048828125,1027.6300048828125,1027.6300048828125,0
2000-03-22,1027.010009765625,1027.010009765625,1027.010009765625,1027.010009765625,0
2000-03-23,1017.7899780273438,1017.7899780273438,1017.7899780273438,1017.7899780273438,0
2000-03-24,1029.6600341796875,1029.6600341796875,1029.6600341796875,1029.6600341796875,0
2000-03-27,1035.760009765625,1035.760009765625,1035.760009765625,1035.760009765625,0
2000-03-28,1048.3699951171875,1048.3699951171875,1048.3699951171875,1048.3699951171875,0
2000-03-29,1045.72998046875,1045.72998046875,1045.72998046875,1045.72998046875,0
2000-03-30,1023.2100219726562,1023.2100219726562,1023.2100219726562,1023.2100219726562,0
2000-03-31,1021.219970703125,1021.219970703125,1021.219970703125,1021.219970703125,0
2000-04-03,998.989990234375,998.989990234375,998.989990234375,998.989990234375,0
2000-04-04,1015.6799926757812,1015.6799926757812,1015.6799926757812,1015.6799926757812,0
2000-04-05,990.0399780273438,990.0399780273438,990.0399780273438,990.0399780273438,0
2000-04-06,1017.219970703125,1017.219970703125,1017.219970703125,1017.219970703125,0
2000-04-07,1029.969970703125,1029.969970703125,1029.969970703125,1029.969970703125,0
2000-04-10,1032.010009765625,1032.010009765625,1032.010009765625,1032.010009765625,0
2000-04-11,1017.3800048828125,1017.3800048828125,1017.3800048828125,1017.3800048828125,0
2000-04-12,1018.280029296875,1018.280029296875,1018.280029296875,1018.280029296875,0
2000-04-13,1019.739990234375,1019.739990234375,1019.739990234375,1019.739990234375,0
2000-04-14,995.3699951171875,995.3699951171875,995.3699951171875,995.3699951171875,0
2000-04-17,986.5499877929688,986.5499877929688,986.5499877929688,986.5499877929688,0
2000-04-18,998.2100219726562,998.2100219726562,998.2100219726562,998.2100219726562,0
2000-04-19,1004.1199951171875,1004.1199951171875,1004.1199951171875,1004.1199951171875,0
2000-04-20,1011.72998046875,1011.72998046875,1011.72998046875,1011.72998046875,0
2000-04-21,1011.72998046875,1011.72998046875,1011.72998046875,1011.72998046875,0
2000-04-24,1011.72998046875,1011.72998046875,1011.72998046875,1011.72998046875,0
2000-04-25,1024.800048828125,1024.800048828125,1024.800048828125,1024.800048828125,0
2000-04-26,1038.5999755859375,1038.5999755859375,1038.5999755859375,1038.5999755859375,0
2000-04-27,1018.8499755859375,1018.8499755859375,1018.8499755859375,1018.8499755859375,0
2000-04-28,1042.6099853515625,1042.6099853515625,1042.6099853515625,1042.6099853515625,0
2000-05-01,1044.6600341796875,1044.6600341796875,1044.6600341796875,1044.6600341796875,0
2000-05-02,1062.8499755859375,1062.8499755859375,1062.8499755859375,1062.8499755859375,0
2000-05-03,1048.6300048828125,1048.6300048828125,1048.6300048828125,1048.6300048828125,0
2000-05-04,1053.489990234375,1053.489990234375,1053.489990234375,1053.489990234375,0
2000-05-05,1062.68994140625,1062.68994140625,1062.68994140625,1062.68994140625,0
2000-05-08,1062.5400390625,1062.5400390625,1062.5400390625,1062.5400390625,0
2000-05-09,1049.31005859375,1049.31005859375,1049.31005859375,1049.31005859375,0
2000-05-10,1035.52001953125,1035.52001953125,1035.52001953125,1035.52001953125,0
2000-05-11,1047.699951171875,1047.699951171875,1047.699951171875,1047.699951171875,0
2000-05-12,1060.5899658203125,1060.5899658203125,1060.5899658203125,1060.5899658203125,0
2000-05-15,1055.5,1055.5,1055.5,1055.5,0
2000-05-16,1075.3199462890625,1075.3199462890625,1075.3199462890625,1075.3199462890625,0
2000-05-17,1061.719970703125,1061.719970703125,1061.719970703125,1061.719970703125,0
2000-05-18,1065.0899658203125,1065.0899658203125,1065.0899658203125,1065.0899658203125,0
2000-05-19,1033.6199951171875,1033.6199951171875,1033.6199951171875,1033.6199951171875,0
2000-05-22,1015.97998046875,1015.97998046875,1015.97998046875,1015.97998046875,0
2000-05-23,1020.3099975585938,1020.3099975585938,1020.3099975585938,1020.3099975585938,0
2000-05-24,1001.3099975585938,1001.3099975585938,1001.3099975585938,1001.3099975585938,0
2000-05-25,1017.1500244140625,1017.1500244140625,1017.1500244140625,1017.1500244140625,0
2000-05-26,1013.3400268554688,1013.3400268554688,1013.3400268554688,1013.3400268554688,0
2000-05-29,1027.6700439453125,1027.6700439453125,1027.6700439453125,1027.6700439453125,0
2000-05-30,1038.8900146484375,1038.8900146484375,1038.8900146484375,1038.8900146484375,0
2000-05-31,1051.25,1051.25,1051.25,1051.25,0
2000-06-01,1066.030029296875,1066.030029296875,1066.030029296875,1066.030029296875,0
2000-06-02,1086.3299560546875,1086.3299560546875,1086.3299560546875,1086.3299560546875,0
2000-06-05,1081.5999755859375,1081.5999755859375,1081.5999755859375,1081.5999755859375,0
2000-06-06,1074.1800537109375,1074.1800537109375,1074.1800537109375,1074.1800537109375,0
2000-06-07,1064.5799560546875,1064.5799560546875,1064.5799560546875,1064.5799560546875,0
2000-06-08,1069.06005859375,1069.06005859375,1069.06005859375,1069.06005859375,0
2000-06-09,1073.2900390625,1073.2900390625,1073.2900390625,1073.2900390625,0
2000-06-12,1073.2900390625,1073.2900390625,1073.2900390625,1073.2900390625,0
2000-06-13,1074.8299560546875,1074.8299560546875,1074.8299560546875,1074.8299560546875,0
2000-06-14,1083.5,1083.5,1083.5,1083.5,0
2000-06-15,1072.6700439453125,1072.6700439453125,1072.6700439453125,1072.6700439453125,0
2000-06-16,1068.6099853515625,1068.6099853515625,1068.6099853515625,1068.6099853515625,0
2000-06-19,1070.719970703125,1070.719970703125,1070.719970703125,1070.719970703125,0
2000-06-20,1077.5799560546875,1077.5799560546875,1077.5799560546875,1077.5799560546875,0
2000-06-21,1074.43994140625,1074.43994140625,1074.43994140625,1074.43994140625,0
2000-06-22,1074.239990234375,1074.239990234375,1074.239990234375,1074.239990234375,0
2000-06-23,1078.4000244140625,1078.4000244140625,1078.4000244140625,1078.4000244140625,0
2000-06-26,1083.760009765625,1083.760009765625,1083.760009765625,1083.760009765625,0
2000-06-27,1080.4000244140625,1080.4000244140625,1080.4000244140625,1080.4000244140625,0
2000-06-28,1082.7900390625,1082.7900390625,1082.7900390625,1082.7900390625,0
2000-06-29,1054.43994140625,1054.43994140625,1054.43994140625,1054.43994140625,0
2000-06-30,1064.06005859375,1064.06005859375,1064.06005859375,1064.06005859375,0
2000-07-03,1071.7900390625,1071.7900390625,1071.7900390625,1071.7900390625,0
2000-07-04,1073.31005859375,1073.31005859375,1073.31005859375,1073.31005859375,0
2000-07-05,1066.050048828125,1066.050048828125,1066.050048828125,1066.050048828125,0
2000-07-06,1064.050048828125,1064.050048828125,1064.050048828125,1064.050048828125,0
2000-07-07,1079.3599853515625,1079.3599853515625,1079.3599853515625,1079.3599853515625,0
2000-07-10,1075.2900390625,1075.2900390625,1075.2900390625,1075.2900390625,0
2000-07-11,1078.3199462890625,1078.3199462890625,1078.3199462890625,1078.3199462890625,0
2000-07-12,1085.3900146484375,1085.3900146484375,1085.3900146484375,1085.3900146484375,0
2000-07-13,1088.6400146484375,1088.6400146484375,1088.6400146484375,1088.6400146484375,0
2000-07-14,1088.0999755859375,1088.0999755859375,1088.0999755859375,1088.0999755859375,0
2000-07-17,1093.5699462890625,1093.5699462890625,1093.5699462890625,1093.5699462890625,0
2000-07-18,1080.8499755859375,1080.8499755859375,1080.8499755859375,1080.8499755859375,0
2000-07-19,1078.010009765625,1078.010009765625,1078.010009765625,1078.010009765625,0
2000-07-20,1085.9300537109375,1085.9300537109375,1085.9300537109375,1085.9300537109375,0
2000-07-21,1072.969970703125,1072.969970703125,1072.969970703125,1072.969970703125,0
2000-07-24,1078.969970703125,1078.969970703125,1078.969970703125,1078.969970703125,0
2000-07-25,1075.239990234375,1075.239990234375,1075.239990234375,1075.239990234375,0
2000-07-26,1075.800048828125,1075.800048828125,1075.800048828125,1075.800048828125,0
2000-07-27,1072.9300537109375,1072.9300537109375,1072.9300537109375,1072.9300537109375,0
2000-07-28,1062.3399658203125,1062.3399658203125,1062.3399658203125,1062.3399658203125,0
2000-07-31,1078.3399658203125,1078.3399658203125,1078.3399658203125,1078.3399658203125,0
2000-08-01,1079.050048828125,1079.050048828125,1079.050048828125,1079.050048828125,0
2000-08-02,1081.8599853515625,1081.8599853515625,1081.8599853515625,1081.8599853515625,0
2000-08-03,1060.8900146484375,1060.8900146484375,1060.8900146484375,1060.8900146484375,0
2000-08-04,1073.1099853515625,1073.1099853515625,1073.1099853515625,1073.1099853515625,0
2000-08-07,1083.510009765625,1083.510009765625,1083.510009765625,1083.510009765625,0
2000-08-08,1084.489990234375,1084.489990234375,1084.489990234375,1084.489990234375,0
2000-08-09,1093.5799560546875,1093.5799560546875,1093.5799560546875,1093.5799560546875,0
2000-08-10,1093.489990234375,1093.489990234375,1093.489990234375,1093.489990234375,0
2000-08-11,1093.0,1093.0,1093.0,1093.0,0
2000-08-14,1100.81005859375,1100.81005859375,1100.81005859375,1100.81005859375,0
2000-08-15,1105.1199951171875,1105.1199951171875,1105.1199951171875,1105.1199951171875,0
2000-08-16,1110.9300537109375,1110.9300537109375,1110.9300537109375,1110.9300537109375,0
2000-08-17,1109.8699951171875,1109.8699951171875,1109.8699951171875,1109.8699951171875,0
2000-08-18,1110.699951171875,1110.699951171875,1110.699951171875,1110.699951171875,0
2000-08-21,1108.550048828125,1108.550048828125,1108.550048828125,1108.550048828125,0
2000-08-22,1104.9300537109375,1104.9300537109375,1104.9300537109375,1104.9300537109375,0
2000-08-23,1104.68994140625,1104.68994140625,1104.68994140625,1104.68994140625,0
2000-08-24,1098.219970703125,1098.219970703125,1098.219970703125,1098.219970703125,0
2000-08-25,1108.8499755859375,1108.8499755859375,1108.8499755859375,1108.8499755859375,0
2000-08-28,1113.489990234375,1113.489990234375,1113.489990234375,1113.489990234375,0
2000-08-29,1115.1400146484375,1115.1400146484375,1115.1400146484375,1115.1400146484375,0
2000-08-30,1113.3399658203125,1113.3399658203125,1113.3399658203125,1113.3399658203125,0
2000-08-31,1114.8800048828125,1114.8800048828125,1114.8800048828125,1114.8800048828125,0
2000-09-01,1134.3299560546875,1134.3299560546875,1134.3299560546875,1134.3299560546875,0
2000-09-04,1147.8399658203125,1147.8399658203125,1147.8399658203125,1147.8399658203125,0
2000-09-05,1141.2900390625,1141.2900390625,1141.2900390625,1141.2900390625,0
2000-09-06,1133.6400146484375,1133.6400146484375,1133.6400146484375,1133.6400146484375,0
2000-09-07,1136.52001953125,1136.52001953125,1136.52001953125,1136.52001953125,0
2000-09-08,1118.7900390625,1118.7900390625,1118.7900390625,1118.7900390625,0
2000-09-11,1117.6400146484375,1117.6400146484375,1117.6400146484375,1117.6400146484375,0
2000-09-12,1116.8499755859375,1116.8499755859375,1116.8499755859375,1116.8499755859375,0
2000-09-13,1100.219970703125,1100.219970703125,1100.219970703125,1100.219970703125,0
2000-09-14,1107.5799560546875,1107.5799560546875,1107.5799560546875,1107.5799560546875,0
2000-09-15,1103.97998046875,1103.97998046875,1103.97998046875,1103.97998046875,0
2000-09-18,1090.2900390625,1090.2900390625,1090.2900390625,1090.2900390625,0
2000-09-19,1089.510009765625,1089.510009765625,1089.510009765625,1089.510009765625,0
2000-09-20,1075.31005859375,1075.31005859375,1075.31005859375,1075.31005859375,0
2000-09-21,1053.22998046875,1053.22998046875,1053.22998046875,1053.22998046875,0
2000-09-22,1052.6600341796875,1052.6600341796875,1052.6600341796875,1052.6600341796875,0
2000-09-25,1061.969970703125,1061.969970703125,1061.969970703125,1061.969970703125,0
2000-09-26,1054.9000244140625,1054.9000244140625,1054.9000244140625,1054.9000244140625,0
2000-09-27,1058.56005859375,1058.56005859375,1058.56005859375,1058.56005859375,0
2000-09-28,1057.469970703125,1057.469970703125,1057.469970703125,1057.469970703125,0
2000-09-29,1055.27001953125,1055.27001953125,1055.27001953125,1055.27001953125,0
2000-10-02,1005.6400146484375,1005.6400146484375,1005.6400146484375,1005.6400146484375,0
2000-10-03,1045.27001953125,1045.27001953125,1045.27001953125,1045.27001953125,0
2000-10-04,1060.3599853515625,1060.3599853515625,1060.3599853515625,1060.3599853515625,0
2000-10-05,1066.68994140625,1066.68994140625,1066.68994140625,1066.68994140625,0
2000-10-06,1066.52001953125,1066.52001953125,1066.52001953125,1066.52001953125,0
2000-10-09,1032.280029296875,1032.280029296875,1032.280029296875,1032.280029296875,0
2000-10-10,1036.5,1036.5,1036.5,1036.5,0
2000-10-11,1009.489990234375,1009.489990234375,1009.489990234375,1009.489990234375,0
2000-10-12,1015.780029296875,1015.780029296875,1015.780029296875,1015.780029296875,0
2000-10-13,1022.469970703125,1022.469970703125,1022.469970703125,1022.469970703125,0
2000-10-16,1026.8800048828125,1026.8800048828125,1026.8800048828125,1026.8800048828125,0
2000-10-17,1021.4600219726562,1021.4600219726562,1021.4600219726562,1021.4600219726562,0
2000-10-18,1003.8599853515625,1003.8599853515625,1003.8599853515625,1003.8599853515625,0
2000-10-19,1025.31005859375,1025.31005859375,1025.31005859375,1025.31005859375,0
2000-10-20,1038.22998046875,1038.22998046875,1038.22998046875,1038.22998046875,0
2000-10-23,1045.3699951171875,1045.3699951171875,1045.3699951171875,1045.3699951171875,0
2000-10-24,1066.6400146484375,1066.6400146484375,1066.6400146484375,1066.6400146484375,0
2000-10-25,1057.010009765625,1057.010009765625,1057.010009765625,1057.010009765625,0
2000-10-26,1049.050048828125,1049.050048828125,1049.050048828125,1049.050048828125,0
2000-10-27,1058.4300537109375,1058.4300537109375,1058.4300537109375,1058.4300537109375,0
2000-10-30,1061.3399658203125,1061.3399658203125,1061.3399658203125,1061.3399658203125,0
2000-10-31,1075.25,1075.25,1075.25,1075.25,0
2000-11-01,1078.4000244140625,1078.4000244140625,1078.4000244140625,1078.4000244140625,0
2000-11-02,1075.68994140625,1075.68994140625,1075.68994140625,1075.68994140625,0
2000-11-03,1077.3499755859375,1077.3499755859375,1077.3499755859375,1077.3499755859375,0
2000-11-06,1074.6400146484375,1074.6400146484375,1074.6400146484375,1074.6400146484375,0
2000-11-07,1077.0799560546875,1077.0799560546875,1077.0799560546875,1077.0799560546875,0
2000-11-08,1072.02001953125,1072.02001953125,1072.02001953125,1072.02001953125,0
2000-11-09,1061.3199462890625,1061.3199462890625,1061.3199462890625,1061.3199462890625,0
2000-11-10,1044.4200439453125,1044.4200439453125,1044.4200439453125,1044.4200439453125,0
2000-11-13,1025.6099853515625,1025.6099853515625,1025.6099853515625,1025.6099853515625,0
2000-11-14,1053.8499755859375,1053.8499755859375,1053.8499755859375,1053.8499755859375,0
2000-11-15,1064.4200439453125,1064.4200439453125,1064.4200439453125,1064.4200439453125,0
2000-11-16,1060.68994140625,1060.68994140625,1060.68994140625,1060.68994140625,0
2000-11-17,1048.949951171875,1048.949951171875,1048.949951171875,1048.949951171875,0
2000-11-20,1027.530029296875,1027.530029296875,1027.530029296875,1027.530029296875,0
2000-11-21,1034.6500244140625,1034.6500244140625,1034.6500244140625,1034.6500244140625,0
2000-11-22,1012.4299926757812,1012.4299926757812,1012.4299926757812,1012.4299926757812,0
2000-11-23,1022.5499877929688,1022.5499877929688,1022.5499877929688,1022.5499877929688,0
2000-11-24,1034.6700439453125,1034.6700439453125,1034.6700439453125,1034.6700439453125,0
2000-11-27,1041.7099609375,1041.7099609375,1041.7099609375,1041.7099609375,0
2000-11-28,1027.97998046875,1027.97998046875,1027.97998046875,1027.97998046875,0
2000-11-29,1025.6700439453125,1025.6700439453125,1025.6700439453125,1025.6700439453125,0
2000-11-30,1004.3499755859375,1004.3499755859375,1004.3499755859375,1004.3499755859375,0
2000-12-01,1009.0,1009.0,1009.0,1009.0,0
2000-12-04,988.9000244140625,988.9000244140625,988.9000244140625,988.9000244140625,0
2000-12-05,1017.1900024414062,1017.1900024414062,1017.1900024414062,1017.1900024414062,0
2000-12-06,1013.5499877929688,1013.5499877929688,1013.5499877929688,1013.5499877929688,0
2000-12-07,1011.4500122070312,1011.4500122070312,1011.4500122070312,1011.4500122070312,0
2000-12-08,1007.5,1007.5,1007.5,1007.5,0
2000-12-11,1024.8299560546875,1024.8299560546875,1024.8299560546875,1024.8299560546875,0
2000-12-12,1020.1300048828125,1020.1300048828125,1020.1300048828125,1020.1300048828125,0
2000-12-13,1008.6199951171875,1008.6199951171875,1008.6199951171875,1008.6199951171875,0
2000-12-14,994.7899780273438,994.7899780273438,994.7899780273438,994.7899780273438,0
2000-12-15,980.5900268554688,980.5900268554688,980.5900268554688,980.5900268554688,0
2000-12-18,988.8699951171875,988.8699951171875,988.8699951171875,988.8699951171875,0
2000-12-19,1000.4500122070312,1000.4500122070312,1000.4500122070312,1000.4500122070312,0
2000-12-20,972.52001953125,972.52001953125,972.52001953125,972.52001953125,0
2000-12-21,970.4600219726562,970.4600219726562,970.4600219726562,970.4600219726562,0
2000-12-22,975.5900268554688,975.5900268554688,975.5900268554688,975.5900268554688,0
2000-12-27,988.2899780273438,988.2899780273438,988.2899780273438,988.2899780273438,0
2000-12-28,997.9600219726562,997.9600219726562,997.9600219726562,997.9600219726562,0
2000-12-29,997.25,997.25,997.25,997.25,0
2001-01-02,982.219970703125,982.219970703125,982.219970703125,982.219970703125,0
2001-01-03,965.8699951171875,965.8699951171875,965.8699951171875,965.8699951171875,0
2001-01-04,983.4400024414062,983.4400024414062,983.4400024414062,983.4400024414062,0
2001-01-05,976.0399780273438,976.0399780273438,976.0399780273438,976.0399780273438,0
2001-01-08,970.6900024414062,970.6900024414062,970.6900024414062,970.6900024414062,0
2001-01-09,963.1599731445312,963.1599731445312,963.1599731445312,963.1599731445312,0
2001-01-10,960.4099731445312,960.4099731445312,960.4099731445312,960.4099731445312,0
2001-01-11,970.1699829101562,970.1699829101562,970.1699829101562,970.1699829101562,0
2001-01-12,986.0599975585938,986.0599975585938,986.0599975585938,986.0599975585938,0
2001-01-15,987.7000122070312,987.7000122070312,987.7000122070312,987.7000122070312,0
2001-01-16,974.9299926757812,974.9299926757812,974.9299926757812,974.9299926757812,0
2001-01-17,993.6199951171875,993.6199951171875,993.6199951171875,993.6199951171875,0
2001-01-18,987.5800170898438,987.5800170898438,987.5800170898438,987.5800170898438,0
2001-01-19,985.0,985.0,985.0,985.0,0
2001-01-22,988.9099731445312,988.9099731445312,988.9099731445312,988.9099731445312,0
2001-01-23,984.1799926757812,984.1799926757812,984.1799926757812,984.1799926757812,0
2001-01-24,993.7000122070312,993.7000122070312,993.7000122070312,993.7000122070312,0
2001-01-25,998.3099975585938,998.3099975585938,998.3099975585938,998.3099975585938,0
2001-01-26,995.9000244140625,995.9000244140625,995.9000244140625,995.9000244140625,0
2001-01-29,994.3499755859375,994.3499755859375,994.3499755859375,994.3499755859375,0
2001-01-30,996.02001953125,996.02001953125,996.02001953125,996.02001953125,0
2001-01-31,1007.3200073242188,1007.3200073242188,1007.3200073242188,1007.3200073242188,0
2001-02-01,994.47998046875,994.47998046875,994.47998046875,994.47998046875,0
2001-02-02,986.6199951171875,986.6199951171875,986.6199951171875,986.6199951171875,0
2001-02-05,986.5,986.5,986.5,986.5,0
2001-02-06,990.530029296875,990.530029296875,990.530029296875,990.530029296875,0
2001-02-07,976.9099731445312,976.9099731445312,976.9099731445312,976.9099731445312,0
2001-02-08,980.0499877929688,980.0499877929688,980.0499877929688,980.0499877929688,0
2001-02-09,972.1699829101562,972.1699829101562,972.1699829101562,972.1699829101562,0
2001-02-12,977.02001953125,977.02001953125,977.02001953125,977.02001953125,0
2001-02-13,975.52001953125,975.52001953125,975.52001953125,975.52001953125,0
2001-02-14,962.969970703125,962.969970703125,962.969970703125,962.969970703125,0
2001-02-15,971.6099853515625,971.6099853515625,971.6099853515625,971.6099853515625,0
2001-02-16,957.010009765625,957.010009765625,957.010009765625,957.010009765625,0
2001-02-19,953.4500122070312,953.4500122070312,953.4500122070312,953.4500122070312,0
2001-02-20,949.6199951171875,949.6199951171875,949.6199951171875,949.6199951171875,0
2001-02-21,937.3699951171875,937.3699951171875,937.3699951171875,937.3699951171875,0
2001-02-22,929.9500122070312,929.9500122070312,929.9500122070312,929.9500122070312,0
2001-02-23,912.1300048828125,912.1300048828125,912.1300048828125,912.1300048828125,0
2001-02-26,926.4099731445312,926.4099731445312,926.4099731445312,926.4099731445312,0
2001-02-27,930.6199951171875,930.6199951171875,930.6199951171875,930.6199951171875,0
2001-02-28,922.3599853515625,922.3599853515625,922.3599853515625,922.3599853515625,0
2001-03-01,914.5599975585938,914.5599975585938,914.5599975585938,914.5599975585938,0
2001-03-02,909.8499755859375,909.8499755859375,909.8499755859375,909.8499755859375,0
2001-03-05,919.6400146484375,919.6400146484375,919.6400146484375,919.6400146484375,0
2001-03-06,933.02001953125,933.02001953125,933.02001953125,933.02001953125,0
2001-03-07,935.3800048828125,935.3800048828125,935.3800048828125,935.3800048828125,0
2001-03-08,928.1799926757812,928.1799926757812,928.1799926757812,928.1799926757812,0
2001-03-09,921.3300170898438,921.3300170898438,921.3300170898438,921.3300170898438,0
2001-03-12,901.280029296875,901.280029296875,901.280029296875,901.280029296875,0
2001-03-13,891.0999755859375,891.0999755859375,891.0999755859375,891.0999755859375,0
2001-03-14,878.7000122070312,878.7000122070312,878.7000122070312,878.7000122070312,0
2001-03-15,885.989990234375,885.989990234375,869.530029296875,880.8499755859375,0
2001-03-16,869.2899780273438,886.9500122070312,868.2899780273438,886.9500122070312,0
2001-03-19,860.4099731445312,878.969970703125,857.6599731445312,872.02001953125,0
2001-03-20,873.1500244140625,873.2000122070312,866.3900146484375,867.2000122070312,0
2001-03-21,855.3900146484375,861.8200073242188,848.0900268554688,861.7899780273438,0
2001-03-22,820.6199951171875,850.5999755859375,816.260009765625,850.5999755859375,0
2001-03-23,839.780029296875,842.8099975585938,832.3900146484375,832.3900146484375,0
2001-03-26,868.780029296875,868.9199829101562,846.9500122070312,847.9500122070312,0
2001-03-27,885.3599853515625,885.3599853515625,862.25,865.3699951171875,0
2001-03-28,873.8099975585938,887.6400146484375,870.7100219726562,885.5700073242188,0
2001-03-29,874.989990234375,875.27001953125,855.1699829101562,862.9600219726562,0
2001-03-30,881.6599731445312,888.22998046875,871.7000122070312,872.2000122070312,0
2001-04-02,884.3900146484375,887.489990234375,871.2100219726562,886.5700073242188,0
2001-04-03,853.7899780273438,875.0999755859375,852.2899780273438,875.0999755859375,0
2001-04-04,858.5399780273438,859.8300170898438,831.4099731445312,845.5399780273438,0
2001-04-05,875.4199829101562,880.1500244140625,860.9299926757812,861.719970703125,0
2001-04-06,873.219970703125,886.9299926757812,865.5599975585938,884.1799926757812,0
2001-04-09,881.6599731445312,886.3099975585938,867.3200073242188,869.25,0
2001-04-10,904.469970703125,905.030029296875,883.1199951171875,885.5499877929688,0
2001-04-11,908.9099731445312,916.1400146484375,901.6400146484375,905.989990234375,0
2001-04-12,908.5700073242188,913.9600219726562,903.469970703125,907.2999877929688,0
2001-04-17,903.2000122070312,905.1599731445312,885.8699951171875,895.5700073242188,0
2001-04-18,928.1300048828125,930.5599975585938,912.27001953125,912.27001953125,0
2001-04-19,921.2999877929688,930.3800048828125,916.5599975585938,928.6599731445312,0
2001-04-20,915.3499755859375,926.9600219726562,912.8300170898438,920.72998046875,0
